group	size	x	y	row_in_group	na_group
1	2.25351685576426	6.512	63.373	2	1
1	3.64778968786646	7.699	35.4814146341463	3	1
1	2.72484849374755	4.778	67.265512195122	5	2
1	2.78617515018035	3.118	70.1830487804878	6	2
1	3.2041771019	7.264	37.4192926829268	7	2
1	4.41763125892447	3.104	66.8302926829268	8	2
1	3.34095812598482	2.202	70.0692682926829	10	3
1	3.76132500710407	2.961	71.0682926829268	11	3
1	2.11502778022243	2.788	69.4460975609756	12	3
1	3.1257308414729	4.479	64.9814390243903	13	3
1	2.94890885776179	2.775	66.5321219512195	14	3
1	2.23772144659284	2.949	68.848512195122	15	3
1	6.02757517351929	6.942	39.9328780487805	16	3
1	3.52293966990689	2.208	71.0604878048781	17	3
1	3.17127370120631	6.658	41.4385609756098	18	3
1	3.43061548849419	2.1	70.8736585365854	19	3
1	2.22790433289458	6.293	64.6892195121951	20	3
1	2.91671445450252	6.805	43.8344390243903	21	3
1	2.84372664575765	6.786	40.4805609756098	22	3
1	2.17755728532572	5.771	67.5096097560976	24	4
1	3.0176251570302	6.549	46.1218780487805	25	4
1	6.8589693424118	4.896	58.9388048780488	26	4
1	2.20169359463613	3.504	66.3227073170732	27	4
1	2.26713002413196	6.674	41.072	28	4
1	2.41320474663435	6.611	55.0094146341463	29	4
1	3.47837513231537	2.31	70.6958048780488	30	4
1	2.17002449586032	6.288	66.512756097561	31	4
1	4.27843046950656	2.141	73.0292682926829	32	4
1	4.22072774431677	6.242	44.1933902439024	33	4
1	2.66804453533832	5.954	42.7114634146342	34	4
1	2.57359824013811	6.28	53.7786829268293	35	4
1	3.22042072334862	2.033	73.1307317073171	36	4
1	3.14687515515584	7.927	44.6926097560976	37	4
1	3.52939882006917	3.851	62.7466097560976	38	4
1	3.29067579156761	6.247	46.599	39	4
1	16.2042579188405	5.24	63.8667317073171	40	4
1	4.29074934578816	5.37	61.164243902439	41	4
1	2.66845716320076	4.733	67.3510243902439	42	4
1	3.45830953546283	3.857	70.1656341463415	43	4
1	2.25902955525536	6.913	53.4050975609756	44	4
1	2.38458258638475	2.547	72.7776341463415	46	5
1	3.53499286644224	1.99	69.6770731707317	47	5
1	6.33410246182465	1.92	70.6964634146342	48	5
1	2.19900386315934	7.332	43.7041463414634	49	5
1	3.09064873838744	2.043	73.4146341463415	50	5
1	3.0558462824337	5.983	59.0063902439024	52	6
1	3.9028114490597	7.398	53.5412926829268	53	6
1	3.21898386180437	6.179	58.1997804878049	54	6
1	2.57382381325774	2.18	70.1076341463415	55	6
1	4.98512042611822	5.846	50.954512195122	56	6
1	2.66424171309772	6.569	43.6743658536585	57	6
1	4.86370038070754	2.859	71.630243902439	58	6
1	4.64849343135249	6.825	43.2147317073171	59	6
1	3.05134070107688	1.703	70.0175609756098	60	6
1	2.35565792651136	4.397	60.2468536585366	61	6
1	2.11777785297355	6.925	62.0705853658537	62	6
1	5.54250814795723	2.47	71.9073170731707	64	7
1	2.37824055971082	4.781	47.4603658536585	65	7
1	5.66158528880321	2.408	72.2731707317073	66	7
1	2.14685096617335	4.561	64.218	67	7
1	2.98017217022952	2.588	67.4566829268293	68	7
1	3.45481033702688	6.936	49.3447317073171	69	7
1	2.33070138303389	6.141	39.2116097560976	71	8
1	3.0094364432856	6.852	34.358512195122	72	8
1	2.25945565605624	5.681	40.0468536585366	73	8
1	3.45510767781142	2.295	71.9611463414634	74	8
1	3.15495228859066	6.219	52.7732195121951	75	8
1	2.13977755040537	4.248	66.2754878048781	76	8
1	2.40811701830903	6.489	37.4623170731707	77	8
1	2.41719691571755	5.33	56.5515365853659	78	8
1	2.98455526874416	3.459	71.4585365853659	79	8
1	2.81399068404168	7.195	53.0417317073171	80	8
1	3.03093610303079	1.987	69.1415853658537	81	8
1	3.07228397077994	5.693	47.4440731707317	82	8
1	3.57667689020593	1.915	69.0524390243903	83	8
1	7.2975141194345	5.413	52.4671463414634	84	8
1	2.84658038291865	3.975	71.0813658536585	85	8
1	2.85741291132773	3.774	71.7190243902439	86	8
1	13.6705826901015	5.41	49.8200975609756	88	9
1	3.56816191672171	7.308	58.3721951219512	89	9
1	4.65462552116571	6.365	51.9446585365854	90	9
1	2.22002679459685	2.875	73.5704878048781	91	9
1	5.60138509672824	2.411	71.8068292682927	92	9
1	2.16833793741193	2.019	71.836	93	9
1	2.67356652317621	5.305	68.4577073170732	94	9
1	2.61359884271132	7.876	61.6336585365854	95	9
1	7.03520418213284	2.16	72.8829268292683	96	9
1	3.67192622418871	8.051	52.814243902439	97	9
1	2.8508552356883	4.815	60.5303414634146	98	9
1	3.31094917249341	5.747	42.2078536585366	99	9
1	2.23621365707547	7.06	48.1960975609756	101	10
1	3.88470778985444	3.927	62.3602195121951	103	11
