group	size	x	y	row_in_group	na_group
1	2.47024119507643	5.517	68.2474634146342	2	1
1	3.78299108541931	7.725	38.8618536585366	3	1
1	2.79973938279691	4.099	69.3770731707317	5	2
1	2.85398785681756	2.421	70.6352926829268	6	2
1	3.33186876444386	7.197	40.0089756097561	7	2
1	4.57757882403438	3.368	69.1794390243903	8	2
1	3.34532858765806	1.6	72.2873170731708	10	3
1	3.86562381851449	1.907	74.0039024390244	11	3
1	2.11558946296091	2.408	71.9528536585366	12	3
1	3.20609958209315	3.407	64.7279512195122	13	3
1	2.9865665354244	2.144	70.0324146341463	14	3
1	2.24183861553254	2.057	71.6823902439024	15	3
1	6.3871574906698	6.497	54.0466341463415	16	3
1	3.53667710761449	1.689	73.1936585365854	17	3
1	3.26465524898682	7.053	45.8301463414634	18	3
1	3.45468757452186	2.15	71.3082926829268	19	3
1	2.28497447090003	5.036	69.4530731707317	20	3
1	2.98132734801671	6.705	46.4671219512195	21	3
1	2.93111310706374	7.018	44.868512195122	22	3
1	2.20923040296228	4.429	70.3926829268293	24	4
1	3.1210865383235	5.634	51.1849268292683	25	4
1	7.34098962387914	4.169	62.0954390243902	26	4
1	2.21999408561252	2.99	67.4533658536586	27	4
1	2.30831257633351	6.601	45.7233902439024	28	4
1	2.47900868818682	6.291	59.9385609756098	29	4
1	3.51590148136714	2.05	70.4017073170732	30	4
1	2.18130124696216	5.992	69.805756097561	31	4
1	4.41298031471714	1.754	74.8663414634146	32	4
1	4.48033012714311	6.535	45.6846585365854	33	4
1	2.72805296289607	5.954	48.3547804878049	34	4
1	2.64617388319067	6.231	56.0052926829268	35	4
1	3.22835200364378	1.505	75.4660975609756	36	4
1	3.37725650960625	7.701	50.8107804878049	37	4
1	3.62638460198409	2.718	68.4757317073171	38	4
1	3.44207796889362	6.428	50.7484634146342	39	4
1	17.2460239274328	2.736	66.7389268292683	40	4
1	4.51277518538346	4.121	64.8772195121951	41	4
1	2.73950759011823	3.665	71.9839756097561	42	4
1	3.53102638850478	1.987	73.3161219512195	43	4
1	2.26729834224743	6.473	59.2298292682927	44	4
1	2.40260802995156	2.328	74.5514878048781	46	5
1	3.57094627695177	2.27	70.749512195122	47	5
1	6.32893854866754	1.38	72.5423658536585	48	5
1	2.28228926372298	6.729	47.387243902439	49	5
1	3.10741943711425	1.602	74.2192682926829	50	5
1	3.16800646985626	4.552	62.6318292682927	52	6
1	4.12814030754349	7.035	58.9140731707317	53	6
1	3.35938308045312	5.198	62.3059512195122	54	6
1	2.59261562049314	2.009	69.1132682926829	55	6
1	5.24682977160766	5.418	55.5565365853659	56	6
1	2.74801981077276	6.51	44.0823414634146	57	6
1	4.98708508668782	2.341	74.8187804878049	58	6
1	4.87952447662179	6.807	44.093512195122	59	6
1	3.06860394206788	1.642	73.1553658536586	60	6
1	2.38479366244883	3.941	62.7176585365854	61	6
1	2.12608293470715	6.311	65.0365853658537	62	6
1	5.63154462505431	1.87	73.8512195121951	64	7
1	2.41117954333383	5.149	54.0018780487805	65	7
1	5.67305574441962	1.86	73.2756097560976	66	7
1	2.14219611341422	4.269	64.9200975609756	67	7
1	3.03037752190454	2.343	69.3270487804878	68	7
1	3.59058604172272	6.605	52.785512195122	69	7
1	2.37328132540779	6.343	46.6738780487805	71	8
1	3.03163181142751	6.932	38.3326585365854	72	8
1	2.22488513601853	5.708	42.483	73	8
1	3.51307091965313	2.261	74.1327073170732	74	8
1	3.27978863776424	6.196	56.8986585365854	75	8
1	2.152984003746	3.34	69.087512195122	76	8
1	2.43920922260121	6.283	39.6582926829268	77	8
1	2.42992416792913	3.709	59.257	78	8
1	3.08696666599652	2.12	73.6731707317073	79	8
1	2.9187644452845	6.431	58.6494146341463	80	8
1	3.04663869457116	2.01	70.4273170731707	81	8
1	3.15538711907264	5.97	50.4619512195122	82	8
1	3.6020787442135	2.01	69.6153658536585	83	8
1	7.83943379938774	4.557	57.0761463414634	84	8
1	2.89903253440546	3.229	72.3230243902439	85	8
1	2.95244364748379	3.298	73.5073170731707	86	8
1	14.8001153487772	4.762	54.9049268292683	88	9
1	3.78307442879419	6.654	58.4581219512195	89	9
1	4.99769222489243	6.418	53.6256097560976	90	9
1	2.23048266800633	2.49	76.7731707317073	91	9
1	5.67536682964168	1.762	74.0026829268293	92	9
1	2.17205944619273	1.475	73.1160243902439	93	9
1	2.70972464609729	3.839	70.2601463414634	94	9
1	2.70890816916354	7.299	66.5586829268293	95	9
1	7.27195908582679	1.77	76.3375609756098	96	9
1	3.93799035075947	7.538	57.2165853658537	97	9
1	2.92250616308605	4.044	62.553243902439	98	9
1	3.27448899695739	5.462	35.7894146341463	99	9
1	2.26754277579343	7.126	51.5580487804878	101	10
1	4.02809930422163	2.676	67.2932195121951	103	11
1	5.00042112718139	2.9	65.2946341463415	104	11
1	2.55832279887031	5.715	70.1480975609756	106	12
1	3.87933125540711	3.019	64.3779512195122	108	13
1	2.8756279285286	6.233	48.4241707317073	109	13
1	2.78947556393659	4.194	66.4099756097561	110	13
1	2.16391879823551	4.891	68.4338780487805	111	13
1	3.86292173398527	3.488	67.7247804878049	113	14
1	2.66195163518906	6.964	43.8373902439024	114	14
1	2.55193207736972	5.633	53.0474634146342	115	14
1	2.90224088859848	2.04	70.4821951219512	116	14
1	2.29328223797223	1.48	71.6892682926829	117	14
1	2.77465781118091	1.87	68.4956097560976	118	14
1	2.84166474963649	7.418	59.0341463414634	119	14
1	4.15370190338806	5.767	56.8390731707317	120	14
1	2.89813157519421	2.462	64.7855365853659	122	15
1	2.36995217782747	2.321	73.3691951219512	123	15
1	3.42822942346485	6.687	47.7558292682927	125	16
1	2.66982012942275	2.471	69.6209756097561	127	17
1	3.25927582584064	7.031	39.115243902439	128	17
1	4.84208361894492	4.702	54.8216097560976	129	17
1	2.62759948424548	6.391	57.2655853658537	130	17
1	2.23933502109605	1.563	72.9193902439024	131	17
1	2.59715380855921	6.486	52.4800487804878	133	18
1	2.27228145009288	2.1	72.6950243902439	134	18
1	2.47665228788121	2.818	66.4832926829268	135	18
1	2.18676978424094	7.002	51.5615853658537	136	18
1	3.20454816235826	7.465	43.9639268292683	137	18
1	6.05983328451312	4.924	66.0808536585366	138	18
1	3.79954995997202	3.839	67.0966341463415	139	18
1	3.68497238310216	6.505	42.7135609756098	140	18
1	2.48659993106504	6.524	57.2896341463415	141	18
1	2.18137135700114	3.314	66.4365853658537	142	18
1	3.16617824410732	7.675	39.3848048780488	143	18
1	6.14473113140789	6.785	45.2966341463415	144	18
1	2.86976386792644	6.232	58.093243902439	145	18
1	3.83478484284299	1.563	75.6060975609756	146	18
1	2.98786528272518	1.755	75.4139024390244	147	18
1	3.83640136765781	5.872	47.5845853658537	148	18
1	2.86299014549966	2.12	73.0682926829269	149	18
1	2.51076315696656	8.232	59.7223414634146	150	18
1	2.68182706181288	3.861	69.5761707317073	151	18
1	4.01256827373683	5.153	59.4203658536585	152	18
1	2.18522215543052	4.064	63.7818292682927	153	18
1	2.86592112719057	5.771	52.1527073170732	154	18
1	5.32581125773948	5.29	62.9474878048781	155	18
1	6.30771354077289	6.561	57.5674146341464	156	18
1	4.9075728162851	2.28	70.7512195121951	157	18
1	2.87116350889957	2.664	73.6707073170732	158	18
1	3.52200243702804	2.112	71.1682926829268	160	19
1	2.86328751212035	5.214	66.6158292682927	162	20
1	2.21958371979496	5.94	70.8780975609756	163	20
1	4.30173401467475	2.48	69.1531707317073	164	20
1	7.75399975917778	1.9	67.1143902439024	166	21
1	3.0912505480919	8.286	47.3656585365854	167	21
1	3.48978630089305	7.252	61.4031707317073	168	21
1	2.22900525667114	6.871	58.7073658536585	169	21
1	3.82685790097363	6.476	48.9001951219512	171	22
1	3.41011998960168	1.657	75.5241463414634	172	22
1	2.75554018553958	1.791	71.4528048780488	173	22
1	2.67124233324291	2.111	70.8536585365854	174	22
1	3.0879893909838	2.45	70.5209512195122	175	22
1	2.86233738609462	5.581	42.3038536585366	176	22
1	3.14027271638924	7.462	46.5268292682927	178	23
1	3.17491165458759	6.898	42.5387073170732	179	23
1	2.29400233797267	4.041	65.6482926829268	180	23
1	2.14557292839872	6.455	59.2810975609756	182	24
1	3.047955011578	5.266	56.8539756097561	183	24
