group	size	x	y	row_in_group	na_group
1	2.23347828409046	6.605	62.5194878048781	2	1
1	3.62522941009326	7.7	35.0559756097561	3	1
1	2.71558569402282	4.872	66.9894390243903	5	2
1	2.77658379830893	3.208	69.9244390243903	6	2
1	3.19205154205059	7.301	37.0114146341463	7	2
1	4.39809889512541	3.073	66.548512195122	8	2
1	3.33796777031595	2.29	69.8907317073171	10	3
1	3.73179633774625	2.859	71.0185365853659	11	3
1	2.11463819608644	2.908	69.0861463414634	12	3
1	3.11404507942123	4.612	64.7346097560976	13	3
1	2.94402713326764	2.881	65.9866097560976	14	3
1	2.2370909516194	3.113	68.487512195122	15	3
1	5.98810258426965	6.945	41.8859512195122	16	3
1	3.52155193136997	2.2	70.9719512195122	17	3
1	3.16111434701962	6.624	40.9011219512195	18	3
1	3.42668475226896	2.17	71.2563414634146	19	3
1	2.22381217733916	6.498	63.8683902439025	20	3
1	2.91008592265109	6.802	43.7059268292683	21	3
1	2.83455452112041	6.748	39.7900975609756	22	3
1	2.17346528324639	5.751	67.1051463414634	24	4
1	3.00528378763486	6.578	45.7510243902439	25	4
1	6.8001740093688	5.024	58.561	26	4
1	2.19899301435356	3.531	66.1829024390244	27	4
1	2.26250901323162	6.671	40.5863658536585	28	4
1	2.40651043068969	6.641	54.4444634146342	29	4
1	3.47223098304778	2.31	70.5228780487805	30	4
1	2.16817113275292	6.299	66.0439512195122	31	4
1	4.2614412278354	2.258	72.7004878048781	32	4
1	4.19063784978121	6.214	43.8569024390244	33	4
1	2.6615432894715	5.954	41.9419268292683	34	4
1	2.56500558124579	6.259	53.4365853658537	35	4
1	3.21722037999307	2.087	73.020243902439	36	4
1	3.12088785091265	7.908	43.9085365853659	37	4
1	3.51549973418727	4.023	62.1367073170732	38	4
1	3.27403870840551	6.208	46.0763902439024	39	4
1	16.0105010648565	5.512	62.902243902439	40	4
1	4.26254310819904	5.599	60.8316829268293	41	4
1	2.66034489046803	5.012	66.8489756097561	42	4
1	3.44551613921612	4.033	69.6756341463415	43	4
1	2.255033334239	6.935	52.5990243902439	44	4
1	2.38231768786332	2.61	72.5266585365854	46	5
1	3.5374331542918	1.929	69.440243902439	47	5
1	6.33012806371224	2.03	70.6409024390244	48	5
1	2.19306488264918	7.415	43.2540731707317	49	5
1	3.08686260802546	1.95	73.3434146341463	50	5
1	3.04122928097835	6.182	58.4365853658537	52	6
