group	size	x	y	row_in_group	na_group
1	2.71259213645917	3.784	72.9353414634146	2	1
1	3.9076658686563	8.034	43.2420975609756	3	1
1	2.90482117315711	2.784	71.487	5	2
1	2.89848846308568	2.295	68.012756097561	6	2
1	3.65133136503881	7.093	41.4781951219512	7	2
1	4.85406247756087	2.875	72.171756097561	8	2
1	3.3767190020597	1.48	76.1063414634146	10	3
1	4.05836956304196	1.859	77.8780487804878	11	3
1	2.12792258339455	2.149	73.5053170731707	12	3
1	3.34046771257715	2.7	64.1540243902439	13	3
1	2.96452505001081	1.556	65.9418536585366	14	3
1	2.2485011156412	1.719	74.782243902439	15	3
1	7.24978878377712	4.021	61.0467317073171	16	3
1	3.55499513725566	1.61	76.3453658536585	17	3
1	3.51340499886329	6.681	48.7100243902439	18	3
1	3.42523291459138	1.45	71.3468292682927	19	3
1	2.35704125288493	3.303	72.8810975609756	20	3
1	3.19963564396688	6.432	44.753756097561	21	3
1	3.15674942114723	6.526	50.0734634146341	22	3
1	2.25701307925361	3.197	74.4508292682927	24	4
1	3.32224706905798	4.742	60.2537804878049	25	4
1	8.13696787569549	2.583	67.5368048780488	26	4
1	2.25299306689758	2.601	69.6311707317073	27	4
1	2.35140190717171	5.155	54.9941219512195	28	4
1	2.60005127801598	4.252	61.9767073170732	29	4
1	3.56686850492275	1.61	68.9707317073171	30	4
1	2.21580086347659	4.286	72.901	31	4
1	4.62972494154096	1.7	77.6851219512195	32	4
1	5.06853482904015	7.14	46.492512195122	33	4
1	2.86523093440036	5.653	47.3506097560976	34	4
1	2.78579823740529	5.183	55.1599268292683	35	4
1	3.28969206312562	1.51	78.0853658536586	36	4
1	3.79092688277911	5.84	51.7321951219512	37	4
1	3.82955490347659	2.51	74.4951951219512	38	4
1	3.77706965437485	5.62	52.6668780487805	39	4
1	18.8130883899756	2.007	70.0546341463415	40	4
1	4.90811887947354	2.966	68.8749024390244	41	4
1	2.89079779913559	2.917	76.3815853658537	42	4
1	3.61084377083592	1.65	74.7769024390244	43	4
1	2.29985169242576	4.863	66.3601219512195	44	4
1	2.44202763539209	2.278	76.9679756097561	46	5
1	3.57380779032845	1.67	72.7678048780488	47	5
1	6.41209023008769	1.28	75.8707317073171	48	5
1	2.39108922699055	5.779	52.1314878048781	49	5
1	3.1151714999154	1.75	75.1168292682927	50	5
1	3.35764392132873	3.262	68.9648780487805	52	6
1	4.59871740097527	3.957	67.976	53	6
1	3.61194357238463	3.368	70.3200243902439	54	6
1	2.59781343894166	1.45	67.909756097561	55	6
1	5.7716788463553	3.876	64.1127073170732	56	6
1	2.89513871124408	6.042	50.692243902439	57	6
1	5.06587993401604	1.27	77.5465853658537	58	6
1	5.57747298030517	6.97	48.398	59	6
